,Time,Volume,Open,Close,High,Low
27,2022-01-04T01:00:00.000000000Z,497.0,1.27463,1.27529,1.27538,1.27374
28,2022-01-04T02:00:00.000000000Z,304.0,1.27532,1.2748,1.27542,1.27406
29,2022-01-04T03:00:00.000000000Z,305.0,1.27482,1.27443,1.2752,1.27422
30,2022-01-04T04:00:00.000000000Z,298.0,1.27446,1.2731,1.27457,1.27284
31,2022-01-04T05:00:00.000000000Z,235.0,1.27312,1.27234,1.27334,1.2723
32,2022-01-04T06:00:00.000000000Z,321.0,1.27238,1.27339,1.2735,1.27238
33,2022-01-04T07:00:00.000000000Z,779.0,1.27334,1.27291,1.27377,1.27258
34,2022-01-04T08:00:00.000000000Z,770.0,1.27288,1.2746,1.27484,1.27288
35,2022-01-04T09:00:00.000000000Z,453.0,1.27458,1.27456,1.27491,1.27368
36,2022-01-04T10:00:00.000000000Z,498.0,1.27458,1.27484,1.27484,1.27357
37,2022-01-04T11:00:00.000000000Z,585.0,1.27486,1.27512,1.2756,1.27427
38,2022-01-04T12:00:00.000000000Z,677.0,1.2751,1.27614,1.27662,1.27486
39,2022-01-04T13:00:00.000000000Z,1095.0,1.27612,1.27286,1.27612,1.27266
40,2022-01-04T14:00:00.000000000Z,1601.0,1.27288,1.27129,1.27313,1.27046
41,2022-01-04T15:00:00.000000000Z,2582.0,1.27126,1.26758,1.27153,1.26676
42,2022-01-04T16:00:00.000000000Z,2114.0,1.26756,1.26994,1.27109,1.26754
43,2022-01-04T17:00:00.000000000Z,988.0,1.26991,1.2693,1.27073,1.26902
44,2022-01-04T18:00:00.000000000Z,673.0,1.26932,1.27187,1.27187,1.26927
45,2022-01-04T19:00:00.000000000Z,697.0,1.2719,1.2705,1.27197,1.2704
46,2022-01-04T20:00:00.000000000Z,705.0,1.27053,1.27118,1.27144,1.27
47,2022-01-04T21:00:00.000000000Z,559.0,1.27116,1.27058,1.27116,1.2703
48,2022-01-04T22:00:00.000000000Z,199.0,1.27072,1.27018,1.27092,1.26976
49,2022-01-04T23:00:00.000000000Z,314.0,1.27022,1.27052,1.27064,1.27005
50,2022-01-05T00:00:00.000000000Z,453.0,1.27055,1.27041,1.27067,1.2697
51,2022-01-05T01:00:00.000000000Z,396.0,1.27044,1.27099,1.27106,1.26998
52,2022-01-05T02:00:00.000000000Z,294.0,1.27101,1.27131,1.27154,1.2708
53,2022-01-05T03:00:00.000000000Z,273.0,1.27128,1.27134,1.27188,1.27117
54,2022-01-05T04:00:00.000000000Z,209.0,1.27132,1.27158,1.27176,1.27126
55,2022-01-05T05:00:00.000000000Z,224.0,1.2716,1.27244,1.27258,1.27144
56,2022-01-05T06:00:00.000000000Z,229.0,1.2724,1.27126,1.2724,1.27099
57,2022-01-05T07:00:00.000000000Z,456.0,1.27129,1.27142,1.27175,1.2707
58,2022-01-05T08:00:00.000000000Z,863.0,1.27139,1.27147,1.27196,1.2709
59,2022-01-05T09:00:00.000000000Z,538.0,1.2715,1.27129,1.27184,1.27104
60,2022-01-05T10:00:00.000000000Z,469.0,1.27131,1.27188,1.2719,1.27082
61,2022-01-05T11:00:00.000000000Z,638.0,1.27185,1.27216,1.27283,1.27168
62,2022-01-05T12:00:00.000000000Z,799.0,1.27214,1.27296,1.274,1.27175
63,2022-01-05T13:00:00.000000000Z,1489.0,1.27298,1.27078,1.2732,1.27058
64,2022-01-05T14:00:00.000000000Z,1407.0,1.2708,1.27026,1.27212,1.26968
65,2022-01-05T15:00:00.000000000Z,1831.0,1.27023,1.27008,1.27174,1.26917
66,2022-01-05T16:00:00.000000000Z,1097.0,1.2701,1.27,1.27094,1.26991
67,2022-01-05T17:00:00.000000000Z,820.0,1.27003,1.2708,1.27118,1.2693
68,2022-01-05T18:00:00.000000000Z,539.0,1.27084,1.27024,1.271,1.26964
69,2022-01-05T19:00:00.000000000Z,4364.0,1.27022,1.27552,1.27569,1.26989
70,2022-01-05T20:00:00.000000000Z,1717.0,1.27555,1.27656,1.27664,1.27536
71,2022-01-05T21:00:00.000000000Z,556.0,1.27652,1.27522,1.27658,1.27514
72,2022-01-05T22:00:00.000000000Z,114.0,1.27594,1.2758,1.27594,1.27552
73,2022-01-05T23:00:00.000000000Z,267.0,1.27588,1.27605,1.27638,1.2756
74,2022-01-06T00:00:00.000000000Z,652.0,1.27608,1.27635,1.27668,1.27582
75,2022-01-06T01:00:00.000000000Z,574.0,1.27637,1.27658,1.27744,1.27626
76,2022-01-06T02:00:00.000000000Z,516.0,1.27656,1.27676,1.27774,1.27656
77,2022-01-06T03:00:00.000000000Z,396.0,1.27678,1.27828,1.2784,1.27674
78,2022-01-06T04:00:00.000000000Z,447.0,1.27826,1.27926,1.27926,1.27792
79,2022-01-06T05:00:00.000000000Z,391.0,1.2793,1.27884,1.2798,1.27872
80,2022-01-06T06:00:00.000000000Z,454.0,1.27882,1.28014,1.28014,1.27882
81,2022-01-06T07:00:00.000000000Z,1079.0,1.28011,1.28044,1.28057,1.27912
82,2022-01-06T08:00:00.000000000Z,1516.0,1.2804,1.28044,1.28138,1.27932
83,2022-01-06T09:00:00.000000000Z,938.0,1.28042,1.27851,1.28073,1.27819
84,2022-01-06T10:00:00.000000000Z,1563.0,1.27848,1.27658,1.27867,1.27552
85,2022-01-06T11:00:00.000000000Z,1075.0,1.27654,1.27778,1.27793,1.27636
86,2022-01-06T12:00:00.000000000Z,1165.0,1.2778,1.27654,1.27782,1.27622
87,2022-01-06T13:00:00.000000000Z,1621.0,1.27656,1.2764,1.27774,1.27563
88,2022-01-06T14:00:00.000000000Z,3299.0,1.27642,1.27615,1.27702,1.27243
89,2022-01-06T15:00:00.000000000Z,4240.0,1.27612,1.27527,1.27862,1.27464
90,2022-01-06T16:00:00.000000000Z,2708.0,1.27523,1.27269,1.27583,1.2722
91,2022-01-06T17:00:00.000000000Z,1694.0,1.27266,1.27189,1.27291,1.27066
92,2022-01-06T18:00:00.000000000Z,846.0,1.27186,1.27253,1.27315,1.27158
93,2022-01-06T19:00:00.000000000Z,1170.0,1.27256,1.27298,1.27312,1.27198
94,2022-01-06T20:00:00.000000000Z,1050.0,1.27296,1.27272,1.274,1.27265
95,2022-01-06T21:00:00.000000000Z,438.0,1.27274,1.27244,1.27318,1.27234
96,2022-01-06T22:00:00.000000000Z,141.0,1.27284,1.27288,1.27314,1.27242
97,2022-01-06T23:00:00.000000000Z,272.0,1.27282,1.27304,1.27306,1.27228
98,2022-01-07T00:00:00.000000000Z,639.0,1.27301,1.27122,1.27301,1.27118
99,2022-01-07T01:00:00.000000000Z,479.0,1.2712,1.27086,1.2713,1.27066
100,2022-01-07T02:00:00.000000000Z,378.0,1.27084,1.27166,1.27237,1.27084
101,2022-01-07T03:00:00.000000000Z,315.0,1.27162,1.27134,1.27183,1.27102
102,2022-01-07T04:00:00.000000000Z,315.0,1.27131,1.27106,1.27174,1.27088
103,2022-01-07T05:00:00.000000000Z,356.0,1.27103,1.27104,1.27146,1.27084
104,2022-01-07T06:00:00.000000000Z,321.0,1.27106,1.27118,1.27166,1.27084
105,2022-01-07T07:00:00.000000000Z,855.0,1.27116,1.27241,1.27306,1.27104
106,2022-01-07T08:00:00.000000000Z,1210.0,1.27244,1.27221,1.27309,1.27206
107,2022-01-07T09:00:00.000000000Z,960.0,1.27217,1.27138,1.27279,1.27129
108,2022-01-07T10:00:00.000000000Z,501.0,1.27135,1.27132,1.27152,1.27064
109,2022-01-07T11:00:00.000000000Z,589.0,1.27134,1.27186,1.27216,1.27132
110,2022-01-07T12:00:00.000000000Z,658.0,1.27184,1.27228,1.27275,1.2716
111,2022-01-07T13:00:00.000000000Z,4802.0,1.27231,1.27231,1.27251,1.26792
112,2022-01-07T14:00:00.000000000Z,3913.0,1.27235,1.2687,1.27265,1.26825
113,2022-01-07T15:00:00.000000000Z,3289.0,1.26868,1.2675,1.26886,1.26697
114,2022-01-07T16:00:00.000000000Z,2084.0,1.26752,1.2643,1.26762,1.2642
115,2022-01-07T17:00:00.000000000Z,987.0,1.26432,1.26474,1.26588,1.2643
116,2022-01-07T18:00:00.000000000Z,778.0,1.26476,1.26398,1.2652,1.26377
117,2022-01-07T19:00:00.000000000Z,846.0,1.264,1.26346,1.26458,1.26324
118,2022-01-07T20:00:00.000000000Z,692.0,1.26344,1.26416,1.26428,1.26321
119,2022-01-07T21:00:00.000000000Z,699.0,1.26419,1.26429,1.2649,1.26358
120,2022-01-09T22:00:00.000000000Z,75.0,1.26491,1.26507,1.26517,1.26427
121,2022-01-09T23:00:00.000000000Z,962.0,1.26516,1.26478,1.26569,1.26366
122,2022-01-10T00:00:00.000000000Z,633.0,1.26476,1.26402,1.26508,1.26376
123,2022-01-10T01:00:00.000000000Z,635.0,1.26398,1.26384,1.26492,1.26376
124,2022-01-10T02:00:00.000000000Z,597.0,1.2638,1.26442,1.26459,1.26346
125,2022-01-10T03:00:00.000000000Z,308.0,1.26446,1.26443,1.26494,1.26428
126,2022-01-10T04:00:00.000000000Z,344.0,1.26446,1.26433,1.26452,1.26384
127,2022-01-10T05:00:00.000000000Z,376.0,1.2643,1.26427,1.26494,1.26424
128,2022-01-10T06:00:00.000000000Z,559.0,1.2643,1.26454,1.2653,1.26422
129,2022-01-10T07:00:00.000000000Z,883.0,1.26457,1.26338,1.2646,1.26304
130,2022-01-10T08:00:00.000000000Z,1800.0,1.2634,1.26319,1.2647,1.26308
131,2022-01-10T09:00:00.000000000Z,948.0,1.26316,1.2624,1.26316,1.26156
132,2022-01-10T10:00:00.000000000Z,952.0,1.26242,1.26217,1.26254,1.26104
133,2022-01-10T11:00:00.000000000Z,814.0,1.26214,1.26303,1.2632,1.26199
134,2022-01-10T12:00:00.000000000Z,1156.0,1.263,1.26612,1.26636,1.26261
135,2022-01-10T13:00:00.000000000Z,1450.0,1.2661,1.2664,1.26678,1.26548
136,2022-01-10T14:00:00.000000000Z,2448.0,1.26638,1.26809,1.26881,1.26632
137,2022-01-10T15:00:00.000000000Z,3192.0,1.26812,1.26776,1.26946,1.26735
138,2022-01-10T16:00:00.000000000Z,2147.0,1.26778,1.26786,1.26888,1.2675
139,2022-01-10T17:00:00.000000000Z,1405.0,1.26788,1.26942,1.26966,1.26734
140,2022-01-10T18:00:00.000000000Z,1158.0,1.26944,1.26806,1.26978,1.26784
141,2022-01-10T19:00:00.000000000Z,956.0,1.26803,1.26788,1.26886,1.26737
142,2022-01-10T20:00:00.000000000Z,1220.0,1.2679,1.26742,1.26874,1.26702
143,2022-01-10T21:00:00.000000000Z,624.0,1.2674,1.26762,1.2685,1.26727
144,2022-01-10T22:00:00.000000000Z,165.0,1.26724,1.268,1.26818,1.26724
145,2022-01-10T23:00:00.000000000Z,316.0,1.26804,1.26662,1.26812,1.26656
146,2022-01-11T00:00:00.000000000Z,509.0,1.26664,1.26614,1.26706,1.26596
147,2022-01-11T01:00:00.000000000Z,930.0,1.26618,1.26664,1.26684,1.26592
148,2022-01-11T02:00:00.000000000Z,599.0,1.26668,1.26553,1.26692,1.26524
149,2022-01-11T03:00:00.000000000Z,423.0,1.2655,1.265,1.26559,1.26454
150,2022-01-11T04:00:00.000000000Z,370.0,1.26502,1.26536,1.26556,1.265
151,2022-01-11T05:00:00.000000000Z,409.0,1.26534,1.26491,1.26556,1.26474
152,2022-01-11T06:00:00.000000000Z,646.0,1.26488,1.26614,1.2666,1.26476
153,2022-01-11T07:00:00.000000000Z,1095.0,1.26612,1.26461,1.2662,1.26434
154,2022-01-11T08:00:00.000000000Z,1803.0,1.26458,1.2646,1.26512,1.26338
155,2022-01-11T09:00:00.000000000Z,1593.0,1.26458,1.26406,1.26465,1.26304
156,2022-01-11T10:00:00.000000000Z,1010.0,1.26408,1.2641,1.2647,1.26352
157,2022-01-11T11:00:00.000000000Z,766.0,1.26408,1.26395,1.26496,1.26344
158,2022-01-11T12:00:00.000000000Z,806.0,1.26398,1.2641,1.26459,1.26343
159,2022-01-11T13:00:00.000000000Z,1273.0,1.26408,1.26493,1.26591,1.26338
160,2022-01-11T14:00:00.000000000Z,2654.0,1.2649,1.2646,1.26638,1.26432
161,2022-01-11T15:00:00.000000000Z,4092.0,1.26458,1.26289,1.26468,1.26138
162,2022-01-11T16:00:00.000000000Z,2369.0,1.26286,1.25982,1.26292,1.25968
163,2022-01-11T17:00:00.000000000Z,1225.0,1.25984,1.25877,1.26071,1.25862
164,2022-01-11T18:00:00.000000000Z,1022.0,1.2588,1.25702,1.25922,1.25675
165,2022-01-11T19:00:00.000000000Z,974.0,1.25706,1.25822,1.25858,1.25706
166,2022-01-11T20:00:00.000000000Z,681.0,1.2582,1.25766,1.25838,1.25734
167,2022-01-11T21:00:00.000000000Z,704.0,1.2577,1.25706,1.25792,1.25685
168,2022-01-11T22:00:00.000000000Z,242.0,1.2575,1.25742,1.25776,1.25716
169,2022-01-11T23:00:00.000000000Z,255.0,1.2573,1.25778,1.25782,1.25698
170,2022-01-12T00:00:00.000000000Z,356.0,1.25781,1.25669,1.25798,1.25652
171,2022-01-12T01:00:00.000000000Z,575.0,1.25666,1.25674,1.2571,1.2561
172,2022-01-12T02:00:00.000000000Z,579.0,1.25676,1.25545,1.25684,1.25524
173,2022-01-12T03:00:00.000000000Z,251.0,1.25542,1.2553,1.2557,1.25518
174,2022-01-12T04:00:00.000000000Z,134.0,1.25532,1.25541,1.25546,1.2552
175,2022-01-12T05:00:00.000000000Z,297.0,1.25544,1.25538,1.25544,1.25462
176,2022-01-12T06:00:00.000000000Z,363.0,1.25536,1.2561,1.25616,1.2549
177,2022-01-12T07:00:00.000000000Z,840.0,1.25613,1.25745,1.25766,1.2559
178,2022-01-12T08:00:00.000000000Z,1138.0,1.25742,1.256,1.25742,1.25579
179,2022-01-12T09:00:00.000000000Z,697.0,1.25603,1.25481,1.25618,1.2547
180,2022-01-12T10:00:00.000000000Z,709.0,1.25484,1.2537,1.25502,1.25359
181,2022-01-12T11:00:00.000000000Z,744.0,1.25368,1.25465,1.25465,1.25336
182,2022-01-12T12:00:00.000000000Z,821.0,1.25468,1.25466,1.25574,1.25427
183,2022-01-12T13:00:00.000000000Z,3136.0,1.25469,1.2518,1.25495,1.25136
184,2022-01-12T14:00:00.000000000Z,2923.0,1.25184,1.25222,1.25333,1.25099
185,2022-01-12T15:00:00.000000000Z,2839.0,1.2522,1.2509,1.25264,1.25071
186,2022-01-12T16:00:00.000000000Z,1813.0,1.25088,1.24996,1.25164,1.24978
187,2022-01-12T17:00:00.000000000Z,1202.0,1.24998,1.24984,1.25132,1.24956
188,2022-01-12T18:00:00.000000000Z,937.0,1.24986,1.25056,1.2509,1.24975
189,2022-01-12T19:00:00.000000000Z,744.0,1.25058,1.25012,1.25068,1.2499
190,2022-01-12T20:00:00.000000000Z,1074.0,1.2501,1.25036,1.251,1.24996
191,2022-01-12T21:00:00.000000000Z,740.0,1.25033,1.25052,1.25082,1.24993
192,2022-01-12T22:00:00.000000000Z,71.0,1.2505,1.25062,1.25078,1.25034
193,2022-01-12T23:00:00.000000000Z,325.0,1.25068,1.25032,1.25074,1.25022
194,2022-01-13T00:00:00.000000000Z,432.0,1.25034,1.2506,1.25094,1.25011
195,2022-01-13T01:00:00.000000000Z,513.0,1.25058,1.25081,1.25104,1.25022
196,2022-01-13T02:00:00.000000000Z,469.0,1.25079,1.24978,1.25098,1.2496
197,2022-01-13T03:00:00.000000000Z,388.0,1.2498,1.24989,1.25072,1.2498
198,2022-01-13T04:00:00.000000000Z,239.0,1.24986,1.2496,1.25008,1.2495
199,2022-01-13T05:00:00.000000000Z,429.0,1.24956,1.25078,1.25086,1.2495
200,2022-01-13T06:00:00.000000000Z,446.0,1.25076,1.24988,1.25076,1.24978
201,2022-01-13T07:00:00.000000000Z,1029.0,1.2499,1.24852,1.25036,1.24852
202,2022-01-13T08:00:00.000000000Z,1246.0,1.24854,1.24837,1.24857,1.24656
203,2022-01-13T09:00:00.000000000Z,819.0,1.24834,1.24823,1.24916,1.24806
204,2022-01-13T10:00:00.000000000Z,687.0,1.24826,1.24816,1.24873,1.2481
205,2022-01-13T11:00:00.000000000Z,645.0,1.24814,1.24799,1.24848,1.24754
206,2022-01-13T12:00:00.000000000Z,761.0,1.24796,1.24856,1.24878,1.24734
207,2022-01-13T13:00:00.000000000Z,1341.0,1.24854,1.24614,1.24856,1.24609
208,2022-01-13T14:00:00.000000000Z,1479.0,1.24612,1.24607,1.24658,1.24534
209,2022-01-13T15:00:00.000000000Z,2946.0,1.24605,1.24851,1.2498,1.24596
210,2022-01-13T16:00:00.000000000Z,1620.0,1.24854,1.24822,1.24952,1.24767
211,2022-01-13T17:00:00.000000000Z,1536.0,1.24824,1.24923,1.25036,1.2482
212,2022-01-13T18:00:00.000000000Z,928.0,1.24921,1.24888,1.24962,1.24884
213,2022-01-13T19:00:00.000000000Z,986.0,1.2489,1.24882,1.24974,1.24837
214,2022-01-13T20:00:00.000000000Z,1200.0,1.2488,1.25168,1.25202,1.2488
215,2022-01-13T21:00:00.000000000Z,662.0,1.2517,1.2521,1.2521,1.25084
216,2022-01-13T22:00:00.000000000Z,527.0,1.25162,1.25142,1.25188,1.25048
217,2022-01-13T23:00:00.000000000Z,563.0,1.2513,1.25087,1.25154,1.25062
218,2022-01-14T00:00:00.000000000Z,794.0,1.25089,1.25162,1.2521,1.25087
219,2022-01-14T01:00:00.000000000Z,1048.0,1.25159,1.2519,1.25256,1.25122
220,2022-01-14T02:00:00.000000000Z,693.0,1.25188,1.25096,1.2522,1.25096
221,2022-01-14T03:00:00.000000000Z,468.0,1.25098,1.25074,1.25142,1.25039
222,2022-01-14T04:00:00.000000000Z,380.0,1.25071,1.25004,1.25071,1.24966
223,2022-01-14T05:00:00.000000000Z,508.0,1.25002,1.24902,1.25038,1.24894
224,2022-01-14T06:00:00.000000000Z,630.0,1.24905,1.24889,1.24907,1.24844
225,2022-01-14T07:00:00.000000000Z,1023.0,1.24886,1.24951,1.2505,1.24873
226,2022-01-14T08:00:00.000000000Z,1743.0,1.24948,1.24731,1.25024,1.24714
227,2022-01-14T09:00:00.000000000Z,1020.0,1.24733,1.24819,1.24854,1.2471
228,2022-01-14T10:00:00.000000000Z,669.0,1.24816,1.24904,1.24912,1.24813
229,2022-01-14T11:00:00.000000000Z,531.0,1.24902,1.24884,1.24904,1.24768
230,2022-01-14T12:00:00.000000000Z,1128.0,1.24886,1.25161,1.25184,1.24879
231,2022-01-14T13:00:00.000000000Z,2582.0,1.25158,1.25271,1.25352,1.25055
232,2022-01-14T14:00:00.000000000Z,3631.0,1.25273,1.25112,1.25338,1.25095
233,2022-01-14T15:00:00.000000000Z,3989.0,1.25115,1.2543,1.25462,1.25107
234,2022-01-14T16:00:00.000000000Z,2219.0,1.25428,1.25468,1.2554,1.2539
235,2022-01-14T17:00:00.000000000Z,1296.0,1.25471,1.25642,1.25657,1.25458
236,2022-01-14T18:00:00.000000000Z,1080.0,1.25646,1.25637,1.25694,1.2561
237,2022-01-14T19:00:00.000000000Z,858.0,1.2564,1.25614,1.25704,1.256
238,2022-01-14T20:00:00.000000000Z,1005.0,1.25616,1.25528,1.25651,1.25462
239,2022-01-14T21:00:00.000000000Z,800.0,1.2553,1.2552,1.25552,1.25416
240,2022-01-16T22:00:00.000000000Z,183.0,1.25397,1.25444,1.25525,1.25369
241,2022-01-16T23:00:00.000000000Z,863.0,1.25472,1.2542,1.25578,1.2541
242,2022-01-17T00:00:00.000000000Z,1202.0,1.25422,1.25448,1.25516,1.25397
243,2022-01-17T01:00:00.000000000Z,1047.0,1.25451,1.2548,1.25522,1.25435
244,2022-01-17T02:00:00.000000000Z,625.0,1.25478,1.25399,1.25492,1.25372
245,2022-01-17T03:00:00.000000000Z,369.0,1.25402,1.25388,1.2543,1.25345
246,2022-01-17T04:00:00.000000000Z,352.0,1.25385,1.25404,1.25407,1.25354
247,2022-01-17T05:00:00.000000000Z,339.0,1.25402,1.25421,1.25468,1.25391
248,2022-01-17T06:00:00.000000000Z,530.0,1.25424,1.2544,1.25458,1.25394
249,2022-01-17T07:00:00.000000000Z,960.0,1.25442,1.25244,1.25481,1.25226
250,2022-01-17T08:00:00.000000000Z,1161.0,1.25246,1.25118,1.25296,1.25112
251,2022-01-17T09:00:00.000000000Z,823.0,1.25121,1.25108,1.25194,1.251
252,2022-01-17T10:00:00.000000000Z,729.0,1.25106,1.25058,1.25124,1.25008
253,2022-01-17T11:00:00.000000000Z,721.0,1.25056,1.25172,1.2519,1.25002
254,2022-01-17T12:00:00.000000000Z,756.0,1.25174,1.25335,1.25345,1.25139
255,2022-01-17T13:00:00.000000000Z,1001.0,1.25338,1.2529,1.25362,1.25258
256,2022-01-17T14:00:00.000000000Z,1079.0,1.25288,1.25236,1.25364,1.25194
257,2022-01-17T15:00:00.000000000Z,1675.0,1.25234,1.2519,1.25266,1.25036
258,2022-01-17T16:00:00.000000000Z,961.0,1.25194,1.25114,1.25235,1.2511
259,2022-01-17T17:00:00.000000000Z,736.0,1.25118,1.25124,1.25156,1.25066
260,2022-01-17T18:00:00.000000000Z,107.0,1.25122,1.25195,1.25198,1.25118
261,2022-01-17T19:00:00.000000000Z,261.0,1.25192,1.25186,1.25212,1.2516
262,2022-01-17T20:00:00.000000000Z,147.0,1.25188,1.25236,1.25244,1.25182
263,2022-01-17T21:00:00.000000000Z,273.0,1.25234,1.25176,1.25242,1.25168
264,2022-01-17T22:00:00.000000000Z,134.0,1.25144,1.25186,1.25208,1.25142
265,2022-01-17T23:00:00.000000000Z,259.0,1.25182,1.25162,1.25196,1.2515
266,2022-01-18T00:00:00.000000000Z,464.0,1.2516,1.25012,1.25163,1.2501
267,2022-01-18T01:00:00.000000000Z,624.0,1.25014,1.24908,1.25066,1.2488
268,2022-01-18T02:00:00.000000000Z,618.0,1.24906,1.24891,1.24964,1.24885
269,2022-01-18T03:00:00.000000000Z,1501.0,1.24888,1.25286,1.2534,1.24862
270,2022-01-18T04:00:00.000000000Z,1303.0,1.2529,1.25174,1.25306,1.25174
271,2022-01-18T05:00:00.000000000Z,817.0,1.25176,1.25182,1.25226,1.25107
272,2022-01-18T06:00:00.000000000Z,797.0,1.2518,1.2505,1.25184,1.25024
273,2022-01-18T07:00:00.000000000Z,1620.0,1.25053,1.25014,1.25195,1.24982
274,2022-01-18T08:00:00.000000000Z,2414.0,1.25016,1.2509,1.25143,1.25016
275,2022-01-18T09:00:00.000000000Z,1473.0,1.25092,1.25246,1.25294,1.25083
276,2022-01-18T10:00:00.000000000Z,1086.0,1.25248,1.25156,1.25258,1.25105
277,2022-01-18T11:00:00.000000000Z,1052.0,1.25153,1.2501,1.2518,1.24955
278,2022-01-18T12:00:00.000000000Z,1148.0,1.25007,1.25101,1.25111,1.2497
279,2022-01-18T13:00:00.000000000Z,2147.0,1.25104,1.25076,1.25257,1.2504
280,2022-01-18T14:00:00.000000000Z,2872.0,1.25078,1.25147,1.25285,1.25068
281,2022-01-18T15:00:00.000000000Z,3139.0,1.25149,1.25284,1.25314,1.25111
282,2022-01-18T16:00:00.000000000Z,2284.0,1.25287,1.25372,1.25486,1.25232
283,2022-01-18T17:00:00.000000000Z,1840.0,1.2537,1.25556,1.25639,1.2536
284,2022-01-18T18:00:00.000000000Z,1513.0,1.25559,1.25404,1.25612,1.25385
285,2022-01-18T19:00:00.000000000Z,1373.0,1.25406,1.25036,1.25412,1.25034
286,2022-01-18T20:00:00.000000000Z,1191.0,1.25038,1.25178,1.25237,1.25035
287,2022-01-18T21:00:00.000000000Z,610.0,1.25176,1.25126,1.25206,1.25108
288,2022-01-18T22:00:00.000000000Z,340.0,1.25156,1.251,1.25164,1.25086
289,2022-01-18T23:00:00.000000000Z,537.0,1.25092,1.24984,1.25096,1.24965
290,2022-01-19T00:00:00.000000000Z,849.0,1.24982,1.25062,1.25094,1.24961
291,2022-01-19T01:00:00.000000000Z,1033.0,1.25064,1.25004,1.25068,1.24934
292,2022-01-19T02:00:00.000000000Z,909.0,1.25001,1.25014,1.25032,1.2487
293,2022-01-19T03:00:00.000000000Z,723.0,1.25016,1.25042,1.2511,1.2498
294,2022-01-19T04:00:00.000000000Z,597.0,1.25044,1.25026,1.25059,1.24882
295,2022-01-19T05:00:00.000000000Z,933.0,1.25028,1.25018,1.25068,1.24985
296,2022-01-19T06:00:00.000000000Z,1101.0,1.25016,1.25101,1.25126,1.24993
297,2022-01-19T07:00:00.000000000Z,1370.0,1.25104,1.25199,1.25226,1.25089
298,2022-01-19T08:00:00.000000000Z,1904.0,1.25202,1.2498,1.2525,1.24944
299,2022-01-19T09:00:00.000000000Z,1314.0,1.24982,1.24808,1.25018,1.24788
300,2022-01-19T10:00:00.000000000Z,901.0,1.2481,1.24716,1.24834,1.24715
301,2022-01-19T11:00:00.000000000Z,902.0,1.24718,1.24756,1.2478,1.24704
302,2022-01-19T12:00:00.000000000Z,901.0,1.24758,1.24814,1.2483,1.24714
303,2022-01-19T13:00:00.000000000Z,2240.0,1.24816,1.2479,1.2482,1.24504
304,2022-01-19T14:00:00.000000000Z,2990.0,1.24788,1.24939,1.24997,1.24775
305,2022-01-19T15:00:00.000000000Z,2922.0,1.24937,1.25168,1.25185,1.24883
306,2022-01-19T16:00:00.000000000Z,2307.0,1.2517,1.25042,1.25172,1.24908
307,2022-01-19T17:00:00.000000000Z,1383.0,1.2504,1.24884,1.25054,1.24837
